Gebietskennziffer;name;bev_dicht;bev_entw;st_einnkr;beschq_insg;beschq_w;beschq_m;v_gsm;v_lte;v_5g;p_markt;p_hbad;p_freibad;p_notfall;p_grunds;p_sek_1;p_sek_2
12062417;Rückersdorf;55;0,03;911,03;71,32;71,67;71,02;100;100;93,2;10,38;7,56;17,04;19,51;3,22;17,67;18,59
12062425;Sallgast;32,7;-1,08;594,26;73,14;74,47;71,99;100;99,9;83,7;12,02;16,88;16,32;16,16;11,44;12,49;16,03
12062440;Schilda;49,14;-2,06;434,55;74,7;77,45;72,79;100;99,5;95,7;4,47;15,36;5,18;28,52;14,76;15,78;25,05
12062445;Schlieben, Stadt;30,48;-0,14;770,07;67,35;64,45;69,99;100;98,9;92,8;3,87;28,44;16,61;20,05;4,23;4,23;16,38
12062453;Schönborn;38,19;-0,88;897,66;73,24;65,83;79,95;100;98;91,9;5,33;7,13;9,675;21,16;8,1;16,64;20,92
12062461;Schönewalde, Stadt;19,24;-0,33;852,1;67,9;68,36;67,48;100;95,8;90,9;6,43;37,57;16,52;22,58;7,32;14,95;18,63
12062464;Schraden;29,41;-0,72;702,79;79,39;82,11;76,98;100;100;90;8,08;15,1;10,34;17,03;7,42;13,75;17,78
12062469;Sonnewalde, Stadt;26,57;-0,53;1065,94;73,37;72,7;73,97;100;99,6;94,9;5,35;14,22;9,89;13,37;4,85;12,55;13,67
12062492;Tröbitz;64,4;-0,43;770,79;74,37;69,64;78,61;100;100;100;1,52;11,55;1,59;25,67;13,37;13,01;25,48
12062500;Uebigau-Wahrenbrück, Stadt;38,04;-0,61;995,96;71,56;70,51;72,49;100;100;99,8;5,33;14,89;9,43;22,78;8,65;10,56;21,9
12063036;Brieselang;296,38;2,4;990,13;70,29;70,39;70,19;100;100;99,1;3,26;14,2;11,725;13,87;3,55;5,3;5,47
12063056;Dallgow-Döberitz;160,61;1,47;1202,51;66,64;66,69;66,59;100;98,5;81,5;2,7;8,44;10,465;14,68;5,51;8,08;6,14
12063080;Falkensee, Stadt;1033,83;0,58;1033,98;66,62;66,59;66,65;100;100;99,5;2,57;6,53;5,5;12,07;3,5;5,21;5,06
12063088;Friesack, Stadt;30,19;-0,1;614,81;67,04;66,77;67,29;100;97,6;82,7;4,71;29,12;11,49;28,17;7,56;7,56;21,31
12063094;Gollenberg;13,24;-0,15;612,76;69,16;70,8;67,54;100;97,8;93,5;7,08;26,81;25,265;26,37;7,1;17,77;20,8
12063112;Großderschau;21,19;-0,89;701,78;73,12;68,64;77,04;100;100;100;7,02;28,85;21;27,21;7,04;14,21;14,21
12063134;Havelaue;11,27;-0,55;554,19;69;68,83;69,14;100;100;99,3;10,69;25,79;30,955;25,36;10,77;24,43;23,98
12063142;Wiesenaue;17,03;0,54;549,78;66,53;70,46;62,75;100;98,9;91,3;6,58;30,62;19,85;28,95;8,89;11,91;25,86
12063148;Ketzin/Havel, Stadt;71,83;0,69;998,51;75,01;74,81;75,21;100;100;100;5,47;24,98;8,11;19,99;5,51;6,59;20,35
12063161;Kleßen-Görne;8,37;-0,5;522,78;65,82;67,44;64,55;100;99,5;98,6;8,56;25,73;17,565;26,5;10,82;10,82;23,3
12063165;Kotzen;14,72;1,03;547,87;70,14;71,43;68,85;100;100;81,2;14,41;17,4;23,94;18,17;11,17;14,91;17,03
12063186;Märkisch Luch;18,73;1,46;465,28;66,18;66;66,35;100;90,4;76,5;15,67;25,82;24,33;24,53;13,35;22,73;23,19
12063189;Milower Land;27,27;0,53;681,9;69,03;71,01;67,25;100;98,1;86,3;8,45;18,08;13,52;18,57;8,33;13,1;19,19
12063202;Mühlenberge;18,96;1,13;1206,82;63,87;65,63;62,3;100;100;86,2;4,19;25,9;20,65;24,77;9,24;11,36;23,91
12063208;Nauen, Stadt;72,17;1,88;874,19;74,9;72,62;77,05;100;100;99,1;9,09;27,11;11,77;11,73;9,8;10,62;10,57
12063212;Nennhausen;20,28;-0,27;658,82;69,02;66,6;71,35;100;95,5;87,3;13,25;14,46;23,16;15,23;5,97;14,09;14,09
12063228;Paulinenaue;43,05;0,96;658,35;69,97;67,92;71,95;100;100;99,1;10,92;35,05;21,88;21,3;3,87;19,07;20,59
12063240;Pessin;31,91;-0,21;956,22;71,74;69,39;73,85;100;100;99,9;7,36;29,68;21,06;20,01;7,38;15,12;19,29
12063244;Premnitz, Stadt;180,14;-0,1;961,48;67,32;65,54;69,03;100;94,6;81,6;3,2;15,01;4,38;14,38;5,65;4,91;15
12063252;Rathenow, Stadt;217,48;0,24;718,74;66,62;64,86;68,33;100;92,3;90,4;4,34;7,54;13,995;7,03;4,22;5,93;6,64
12063256;Retzow;35,18;0,51;559,42;68,95;68,39;69,54;100;100;96,4;10,49;28,07;20,23;19,17;9,02;18,24;18,46
12063260;Rhinow, Stadt;50,44;-0,1;610,73;64,82;63,19;66,37;100;100;99,5;1,95;23,43;27,19;22,77;2,47;19,36;19,27
12063273;Schönwalde-Glien;108,59;2,26;1043,94;69,72;68,28;71,15;100;95,5;94;4,47;14,42;11,6;17,38;4,49;11,19;11,29
12063274;Seeblick;18,63;0,13;538,15;63,28;64,1;62,45;100;98,3;95,2;10,41;14,77;22,49;14,33;4,78;13,65;12,85
12063293;Stechow-Ferchesar;17,26;-0,46;701,42;68,26;69,96;66,54;100;97,7;76,2;11,64;12,7;20,67;13,47;9,87;12,34;12,34
12063357;Wustermark;206,54;3,89;1493,77;74,21;74,71;73,73;100;100;99,1;4,37;16,48;11,7;13,02;4;6,81;10,77
12064009;Alt Tucheband;26,66;1,06;635,33;63,79;64,66;62,99;100;100;100;5,89;26,47;13,27;13,12;6,04;13,67;13,95
12064029;Altlandsberg, Stadt;92,01;0,93;1048,18;69,36;71,45;67,28;100;97,3;88,4;5,03;12,2;9,66;16,33;5,9;5,6;11,99
12064044;Bad Freienwalde (Oder), Stadt;94,27;0,05;687,37;63,47;63,23;63,71;100;95,1;92,5;4,34;30,59;11,015;18,7;5,77;10,96;9,06
12064053;Beiersdorf-Freudenberg;24,77;0,73;844,99;73,6;75,29;72,14;100;100;83,7;11,48;20,47;21,28;20,07;8,96;15,15;19,75
12064057;Bleyen-Genschmar;14,76;-0,75;518,62;62,45;64,96;60,29;100;99,4;90;12,63;37,63;12,77;21,68;9,38;19,37;22,77
12064061;Bliesdorf;40,35;5,13;570,16;45,44;51,53;42,21;100;99,5;99,1;8,07;32,73;20,38;11,69;9,06;9,06;20,25
12064084;Buckow (Märkische Schweiz), Stadt;104,23;0,32;741,95;59,84;61,86;57,76;100;99,7;100;12,89;19,63;3,86;20,24;4,92;17,34;19,27
12064125;Falkenberg;38,42;0,76;491,31;69,5;69,44;69,55;100;99,6;98,2;5,87;20,08;14,02;18,05;6,2;13,89;12,38
12064128;Falkenhagen (Mark);24,97;-0,52;772,98;73,45;75,52;71,43;100;99,5;99,9;15,2;24,03;30,895;21,84;14,77;19,93;20,47
12064130;Fichtenhöhe;20,86;-1,25;1033,69;68,42;65,41;70,76;100;100;100;8,4;22,55;28,815;16,32;7,11;15,11;14,96
12064136;Fredersdorf-Vogelsdorf;889,95;1,24;1009,72;71,33;72,08;70,57;100;100;100;2,39;14,86;9,02;17,29;3,41;4,32;11,82
12064153;Garzau-Garzin;17,93;-0,09;702,49;73,99;71,19;76,13;100;99,7;95,4;5,87;12,56;10,05;13,43;6,92;12,04;12,21
12064172;Golzow;49,05;0,81;610,44;64,08;59,92;68,15;100;100;99,9;7,12;31,55;6,59;14,07;2,31;14,28;15,13
12064190;Gusow-Platkow;36,64;1,55;463,41;58,02;63,37;54,87;100;100;99,9;3,5;36,49;18,035;9,16;8,5;10,28;10,78
12064205;Heckelberg-Brunow;20,04;1,76;750,02;69,42;70,39;68,6;100;99,6;98;8,44;20,64;21,35;18,78;3,68;17,41;17,13
12064222;Höhenland;19,83;1,1;619,33;67,91;68,2;67,65;99,9;92,7;68,3;13,62;25,27;16,81;24,32;11,05;16,13;15,01
12064227;Hoppegarten;577,52;0,56;1517,79;71,42;72,4;70,43;100;100;100;2,66;7,8;9,93;10,22;4,06;6,31;7,13
12064266;Küstriner Vorland;54,79;-0,18;742,36;64,65;60,03;68,97;100;100;100;5,76;30,58;13,75;17,75;6,26;18,46;18,81
12064268;Lebus, Stadt;58,09;0,04;1060,16;67,62;70,13;65,13;100;100;99,8;4,98;15,33;26,37;19,54;4,67;12,41;12,39
12064274;Letschin;27,61;-0,21;640,68;59,99;61,16;58,9;100;100;99,8;7,83;45,67;16,49;20,79;8,55;8,55;24,81
12064288;Lietzen;23,75;-1,04;687,72;70,95;71,78;70,18;100;89,1;88;8,2;26,99;25,06;12,95;8,13;11,74;11,58
12064290;Lindendorf;33,73;0,09;760,14;70,61;72,54;68,89;100;100;100;4,73;26,62;20,73;11,62;5,52;10,43;10,28
12064303;Märkische Höhe;17,69;1,45;692,03;67,73;68,16;67,35;100;98,3;98,4;9,38;22,28;9,655;17,57;9,37;15,35;22,13
12064317;Müncheberg, Stadt;46,6;0,79;780,3;65,14;65,39;64,92;100;99,6;99,4;6,08;23,55;17,31;22,61;6,88;7,73;22,05
12064336;Neuenhagen bei Berlin;972,82;1,21;1137,3;71,55;71,88;71,2;100;100;100;2,27;10,87;4,57;13,73;2,63;7,59;5,71
12064340;Neuhardenberg;35,72;1,06;714,9;56,44;56,47;56,42;100;99,6;99,4;4,53;32,13;19,075;16,87;4,82;12,48;20,13
12064349;Neulewin;22,85;0,73;475,5;65,16;65,85;64,56;100;99,9;99,9;9,34;43,89;27,79;18,38;13,36;15,3;28,06
12064365;Neutrebbin;38,25;0,27;561,62;63,5;63,27;63,72;100;100;100;4,62;38,51;23,75;16,25;5,36;5,38;25,6
12064370;Oberbarnim;37,35;5,81;726,36;71,86;73,83;69,92;100;97,7;92,7;11,23;13,45;7,02;12,7;6,64;13,67;14,64
12064371;Oderaue;24,58;0,36;576,37;65,52;66,88;64,23;100;100;100;10,4;40,01;19,73;16,56;6,75;15,66;19,61
12064380;Petershagen/Eggersdorf;899,6;1,08;812,43;67,81;69,06;66,56;100;100;100;2,06;14,74;9,74;16,32;3,76;5,42;12,01
12064388;Podelzig;35,87;1,52;794,2;68,21;68,55;67,87;100;98,1;97,4;7,09;19,23;20,57;22,42;7,71;15,78;15,78
12064393;Prötzel;12,49;1,46;610,39;68,42;68,79;68,09;100;95,1;78,1;11,69;15,9;14,815;14,43;5,72;15,4;17,19
12064408;Rehfelde;114,69;1,43;792,21;70,02;71,15;68,89;100;100;100;4,24;13,32;12,84;14,31;4,66;11,73;12,21
12064417;Reichenow-Möglin;25,2;1,46;610,87;61,56;63,1;60,1;100;99,2;92,2;6,33;21,13;15,65;13,43;8,69;11,35;20,97
12064420;Reitwein;20;0,04;539,96;66,1;64,19;68,06;99,6;95,5;92,3;11,1;26,88;20,59;23,34;10,73;23,41;23,43
12064428;Rüdersdorf bei Berlin;227,5;0,57;1153,84;72,45;71,63;73,22;100;100;100;3,46;17,73;15,72;20,41;4,77;7,72;8,69
12064448;Seelow, Stadt;131,71;0,79;801,62;62,17;60,79;63,64;100;100;100;4,3;33,71;13,98;5,59;5,8;6,38;6,55
12064472;Strausberg, Stadt;402,41;0,62;853,56;69,27;67,74;70,82;100;99,5;95,5;3,26;6,75;5,7;7,45;4,03;5,42;6,01
12064480;Treplin;32,07;0,22;848,64;63,3;70;57,63;100;100;100;7,91;13,4;25,71;15,37;5,72;14,1;14,1
12064482;Vierlinden;21,81;1,08;747,31;62,87;63,21;62,55;100;98,7;92,1;9,12;30,61;23,565;12,17;11,54;12,27;12,73
12064484;Waldsieversdorf;54,66;1,04;770,91;67,85;71,49;64,53;100;99,2;98,3;10,49;20,25;3,1;20,86;10,2;15,52;19,9
12064512;Wriezen, Stadt;75,9;-0,1;764,67;62,72;62,51;62,91;100;95,9;95;4,91;28,9;17,69;8,69;7,14;7,31;17,35
12064538;Zechin;23,3;-0,54;584,15;63,8;60,11;66,99;100;99,1;98,4;10,71;38,75;3,16;15,85;7,34;10,76;17,34
12064539;Zeschdorf;31,95;0,62;828,1;64,4;63,81;64,97;100;100;99,9;10,45;18,85;29,68;18,79;5,79;17,69;17,65
12065036;Birkenwerder;449,28;0,11;1080,95;66,88;66,68;67,09;100;100;99,7;2,9;12,4;12,465;6,84;3,33;5,37;5,67
12065084;Fürstenberg/Havel, Stadt;27,2;-0,1;664,92;65,96;65,87;66,04;100;94,2;80,5;4,82;39,35;21,61;30,39;6,73;25,61;26,84
12065096;Glienicke/Nordbahn;2682,43;0,23;1074,08;65,94;67,06;64,72;100;100;100;1,88;14,68;10,01;7,94;2,91;10,04;10,54
12065100;Gransee, Stadt;49,69;0,51;976,02;63,72;62,37;65,01;100;99,6;98,8;6,91;22,05;18,76;39,47;7,53;8,34;8,19
12065117;Großwoltersdorf;14,51;0,05;661,95;65,8;68,92;62,92;100;99,3;98,2;14,32;29,19;27,57;44,96;10,47;17,56;17,9
12065136;Hennigsdorf, Stadt;849,05;0,27;1005,66;71,29;70,15;72,37;100;100;98,8;2,2;6,04;14,22;16,25;2,74;3,99;4,6
12065144;Hohen Neuendorf, Stadt;558,88;0,88;931,61;65,93;67,95;63,89;100;100;99,6;2,84;12,61;14,88;8,62;2,91;4,84;5,28
12065165;Kremmen, Stadt;37,13;0,75;961,79;70,16;69,51;70,79;100;93,5;84,1;7,19;23,81;23,58;24,88;6,78;8,48;21,51
12065180;Leegebruch;1071,94;0,38;714,41;71,41;71,4;71,41;100;100;100;2,99;13,43;13,315;11,02;2,7;8,53;9,08
12065193;Liebenwalde, Stadt;31,53;0,92;8439,28;67,8;66,99;68,56;100;98,9;99,4;6,28;26,93;19,74;30,26;7,53;18,77;24,54
12065198;Löwenberger Land;35,58;1,41;871,91;69,46;70;68,93;100;96,7;92,4;6,2;24,32;19,52;27,89;9,03;9,5;17,25
12065225;Mühlenbecker Land;295,78;0,77;1092,29;65,83;66,77;64,88;100;100;99,9;3,96;16,24;13,67;13,77;5,28;7,7;6,91
12065251;Oberkrämer;117,21;1,65;1048,46;68,58;68,55;68,61;100;97,2;96;3,67;13,64;18,015;18,99;4,88;9,58;11,85
12065256;Oranienburg, Stadt;291,72;1,71;1872,59;71,44;69,83;73,03;100;99,6;97,5;4,27;8,9;8,04;10,97;4,26;8,4;7,44
12065276;Schönermark;37,7;-0,09;578,89;66,79;60,15;72,92;100;100;97,6;4,17;12,01;12,205;40,68;6,32;6,85;4,67
12065301;Sonnenberg;16,57;0,32;728,18;73,37;74,71;72,14;100;99;98,4;10,84;15,75;16,53;42,46;13,17;14,34;12,27
12065310;Stechlin;13,91;-0,58;602,44;62,15;65,54;58,68;100;90,4;83,6;13,91;30,95;28,03;40,18;6,67;15,17;21,57
12065332;Velten, Stadt;530,49;1;1485,63;75,26;71,93;78,5;100;100;100;2,52;10,15;16,13;15,49;3,32;3,22;4,17
12065356;Zehdenick, Stadt;59,55;-0,26;723,13;68,67;65,84;71,31;100;96,9;92,3;6,64;30,85;8,34;29,2;7,55;9,95;19,95
12066008;Altdöbern;39,76;0,03;525,33;68,58;68,36;68,78;100;99,7;93,4;5,9;30,31;5,075;28,04;7,87;15,24;30,17
12066041;Bronkow;14,4;-0,86;887,24;74,15;75,5;72,99;100;99,9;97,5;13,28;21,31;15,23;21,26;13,39;14,93;20,72
12066052;Calau/Kalawa, Stadt;46,85;-0,33;803,34;72,29;72,29;72,3;100;99,9;92,9;6,65;19,58;7,89;25,79;7,26;8,24;19,15
12066064;Frauendorf;33,41;0,17;520,11;75,35;77,55;73,48;100;100;82,8;7,94;20,14;12,165;21,93;8,67;8,93;22,16
12066104;Großkmehlen;76,87;-0,35;668,22;69,04;71,17;67,18;100;100;98,7;3,93;22,58;7,345;22,63;2,96;6,65;20,48
12066112;Großräschen/Ra?, Stadt;103,16;-0,37;981,07;70,7;70,19;71,16;100;99,8;97,6;4,89;19,29;9,55;16,37;5,63;6,47;19,79
12066116;Grünewald;38,29;-0,64;504,52;74,5;72,46;76,22;100;97,8;44,4;8,88;21,26;10,23;24,75;7,9;13,75;22,18
12066120;Guteborn;31,28;-0,23;703,36;77,82;79,55;76,22;100;100;99,8;6,73;20,61;15,22;18,97;2,22;7,2;15,63
12066124;Hermsdorf;22,71;-1,16;704,55;80,47;79,64;81,22;100;100;95,1;9,45;23,83;17,74;22,15;8,19;8,43;18,81
12066132;Hohenbocka;63,72;0,49;501,78;73,78;74,81;72,9;100;92,1;56,9;4,98;19,92;15,36;20,3;12,28;17,48;18,55
12066168;Kroppen;47,21;1,36;574,72;85,04;83,76;86,27;100;100;99,3;5,94;25,49;8,63;24,4;5,46;5,46;21,65
12066176;Lauchhammer, Stadt;158,38;-0,58;800,77;66,86;65,64;67,95;100;98,8;61,6;3,41;7,39;6,94;7,84;4,77;7,4;10,72
12066188;Lindenau;67,05;0,27;476,37;78,1;75,74;80,28;100;100;100;7,2;20,64;11,25;22,78;7,81;7,93;21,49
12066196;Lübbenau/Spreewald / Lubnjow/B?ota, Stadt;112,72;-0,45;867,58;74,04;71,37;76,48;100;99,2;98;5,49;6,88;14,6;16,79;5,91;7,73;7,53
12066202;Luckaitztal;18,3;-0,97;688,34;71,79;72,48;71,2;100;97,1;88,1;7,03;28,82;7,56;29,37;7,93;14,97;28,33
12066226;Neu-Seeland/Nowa Jazorina;15,43;-0,2;990,56;76,13;74,36;77,71;100;99,8;94,2;7,65;20,53;13,9;15,99;11,66;12,78;20,6
12066228;Neupetershain/Nowe Wiki;64,31;0,22;555,71;71,71;66,67;76,7;100;100;100;2,52;23;9,12;18,52;6,65;15,28;22,31
12066240;Ortrand, Stadt;279,48;-0,76;884,09;75,65;73,5;77,76;100;100;100;1,75;23,23;6,29;22,15;3,14;3,14;19,43
12066272;Ruhland, Stadt;101,29;0,63;680,39;71,6;70,17;72,9;100;100;100;3,81;17,9;15,34;16,25;3,12;3,12;12,93
12066285;Schipkau;96,97;-0,34;1077,68;71,3;68,62;73,9;100;98,8;92;4,66;11,87;11,94;12,3;4,43;10,5;13,1
12066292;Schwarzbach;39,96;-0,61;575,67;80,06;70,74;90,17;100;100;100;8,41;15,23;16,155;16,25;7,68;9,04;13,75
12066296;Schwarzheide, Stadt;169,89;0,01;1337,49;72,8;70,35;74,99;100;97,8;92,3;3,56;12,93;13,63;9,93;4,55;6,49;7,35
12066304;Senftenberg/Z?y Komorow, Stadt;183,48;-0,94;924,91;66,29;63,97;68,51;100;99,1;90,3;3,5;11,22;10,575;9,42;8,34;8,77;10,27
12066316;Tettau;85,75;-0,44;522,42;75,96;74,16;77,78;100;100;94,3;7,98;14,67;10,055;16,91;8,92;12,97;17,6
12066320;Vetschau/Spreewald / W?tošow/B?ota, Stadt;69,31;-1,12;1191,14;70,81;70,09;71,45;100;100;99,5;6,05;15,17;10,15;23,36;6,26;7,72;17,19
12067024;Bad Saarow;127,66;2,93;934,27;65,67;67,99;63,3;100;100;99,7;4,73;7,39;14,21;8;6,65;6,69;16,1
12067036;Beeskow, Stadt;105,39;0,32;885,59;68,39;67,63;69,15;100;99,8;93,4;3,39;29,37;5,99;6,17;5,35;5,78;5,61
12067040;Berkenbrück;61,23;1,75;589,3;69,83;68,75;70,96;100;100;100;8,62;12,36;10,62;18,78;8,74;9,06;11,43
12067072;Briesen (Mark);26,43;1,11;715,82;70,68;71,11;70,27;100;99,9;98,5;6,95;20,13;19,81;19,38;6,85;15,89;18,97
12067076;Brieskow-Finkenheerd;173,62;0,86;726,13;69,05;71,01;67,16;100;100;99,9;4,98;21,96;20,125;19,36;7,46;17,18;17,34
12067112;Diensdorf-Radlow;62,25;-0,27;770,24;65,83;68,67;63,31;100;100;99,9;5,22;10,52;19,02;9,7;7,62;8,66;18,84
12067120;Eisenhüttenstadt, Stadt;380,04;-0,74;1147,11;66,75;63,74;69,61;100;100;100;2,92;8,08;7,85;6,25;2,83;6,14;4,79
12067124;Erkner, Stadt;724,14;0,26;933,32;73,13;71,17;75,09;100;100;100;3,03;21,69;11,925;21,62;4,61;4,33;4,02
12067137;Friedland, Stadt;17,21;0,26;616,18;68,21;69,53;66,97;100;99,1;73,4;10,61;35,56;18,42;17,71;9,23;15,38;17,29
12067144;Fürstenwalde/Spree, Stadt;461,88;0,34;945,1;69,67;65,95;73,19;100;99,9;99,1;2,7;6,59;6,92;16,6;3,76;5,02;5,43
12067173;Gosen-Neu Zittau;222,02;1,4;1060,77;74,64;74,61;74,67;100;100;100;4,79;20,17;18,1;19,62;3,99;8,57;7,99
12067180;Groß Lindow;112,28;0,19;628,54;70,03;72,67;67,23;100;100;99,9;6,13;24,37;14,29;17,04;3,48;11,88;20,98
12067201;Grünheide (Mark);72,12;1,4;1465,05;71,08;71,12;71,04;100;98,3;97,5;5,74;20,37;19,225;22,87;8,25;13,05;12,68
12067205;Grunow-Dammendorf;11,57;0,92;711,67;62,3;63,77;61,14;100;94,1;77,8;2,21;23,33;15,405;16,25;10,61;12,73;15,51
12067237;Jacobsdorf;37,29;-0,11;886,02;72,14;72,69;71,61;100;100;99,9;8,75;16,91;20,42;15,4;9,38;16,46;16,99
12067288;Langewahl;63,54;0,53;746,67;69,61;71,79;67,59;100;100;98,4;6,55;12,78;12,01;14,27;5,32;5,32;10,97
12067292;Lawitz;91,43;-1,09;919,84;72,29;73,75;70,93;100;100;100;5,06;10,41;7,36;8,57;6,74;9,51;8,21
12067324;Mixdorf;69,89;0,37;866,72;68,41;71,26;65,49;100;99,8;99,7;6,23;26,13;10,44;17,59;7,62;7,62;20,56
12067336;Müllrose, Stadt;67,96;0,51;1017,85;69,34;72,05;66,53;100;99,8;95,6;3,44;20,41;5,15;11,88;4,57;4,57;19,2
12067338;Neißemünde;38,08;-0,43;613,14;70,89;69,91;71,82;100;99,6;95,8;12,9;21,35;11,38;22,6;11,24;19,14;18,98
12067357;Neuzelle;31,13;-0,21;732,92;72,02;71,64;72,38;100;97,3;90;8,32;17,76;9,82;16,74;8,86;14,89;14,64
12067397;Ragow-Merz;11,45;-0,51;1483,97;74,07;79,22;68,53;100;98,6;86,5;7,71;29,4;13,195;11,97;10,32;10,69;11,78
12067408;Rauen;93,84;0,46;667,09;71,73;72,13;71,33;100;99,3;97,7;5,95;11,22;11,31;16,42;8,05;8,87;8,09
12067413;Reichenwalde;48,99;3,06;777,06;67,42;71,12;63,78;100;100;99;7,22;15,12;7,1;16,32;10,45;10,47;18,49
12067426;Rietz-Neuendorf;22,53;0,41;834,86;70,78;70,35;71,17;100;99,4;93,8;8,8;21,74;14,84;14,39;7,29;13,13;14,05
12067438;Schlaubetal;34,74;-0,24;726,75;77,81;76,27;79,32;100;97,1;92,2;3,88;15,99;14,725;12,33;3,84;11,15;10,45
12067440;Schöneiche bei Berlin;785,53;1,04;1036,37;69,1;68,97;69,23;100;100;100;2,51;16,89;8,95;16,26;3,4;11,07;11,37
12067458;Siehdichum;20,57;-0,5;859,93;71,73;70,26;73,25;100;98,3;60,9;4,8;19,76;13,59;15,57;9,58;12,1;14,42
12067469;Spreenhagen;25,99;1,81;972,61;69,37;69,97;68,8;100;100;99,3;6,08;21,75;14,62;22,78;6,79;15,13;15,73
12067473;Steinhöfel;28,21;0,52;670,82;70,6;69,68;71,47;100;99,8;98,2;6,09;13,73;13,905;23,91;7,62;10,61;15,77
12067481;Storkow (Mark), Stadt;52,63;0,91;891,44;69,1;70,53;67,76;100;99,5;92,1;5,9;23,9;7,75;23,8;8,53;9,67;24,32
12067493;Tauche;31,11;-0,17;602,5;67,29;66,32;68,17;100;99,6;95,5;11,89;32,91;13,95;15,72;8,86;14,81;14,31
12067508;Vogelsang;123,72;0,08;689,92;72,3;71,01;73,52;100;100;100;5,65;13,31;-9999;13,11;4,87;13,27;11,33
12067520;Wendisch Rietz;66,13;1,09;1273,61;68,98;69,13;68,83;100;99,9;94,2;4,32;19,78;12,77;19,59;10,02;12,1;20,16
12067528;Wiesenau;41,95;0,26;691,87;74,18;75,14;73,18;100;99,9;99,3;4,24;21,46;19,205;20,44;8,14;19,92;18,44
12067544;Woltersdorf;934,21;0,8;941,73;69,15;69,41;68,88;100;100;100;2,14;18,23;12,835;21,1;3,28;9,04;8,83
12067552;Ziltendorf;51,55;-0,37;685,84;73,03;74,94;71,19;100;100;99,6;4,09;18,36;16,65;17,87;4,68;18,03;15,87
12068052;Breddin;20,14;0,41;586,3;64,64;67,24;62,2;100;99,8;89,6;17,6;19,55;19,415;19,78;6,62;21,89;23,39
12068072;Dabergotz;49,92;0,32;922,73;80;78,98;80,95;100;100;100;7,45;11,51;23,535;12;8,76;9,14;10,36
12068109;Dreetz;17,92;0,35;537,19;68,61;68,1;69,16;100;100;100;11,74;38,35;13,445;31,05;14,01;16,28;17,15
12068117;Fehrbellin;33,63;0,47;788,97;71,47;70,87;71,98;100;100;99;9,24;22,21;28,05;19,92;9,57;10,7;19,13
12068181;Heiligengrabe;21,08;-0,04;3739,48;70,46;70,13;70,76;100;99,8;89,8;10,72;16,61;23,66;16,23;7,67;14,48;15,53
12068188;Herzberg (Mark);35,93;0,61;913,58;69,33;74,72;64,47;100;100;100;2,11;16,91;13,83;24,49;11,58;14,65;22,58
12068264;Kyritz, Stadt;58,15;-0,48;975,51;62,21;61,77;62,66;100;97,8;88,2;7,04;30,5;7,29;8,64;8,52;8,37;8,46
12068280;Lindow (Mark), Stadt;46,56;-0,04;745,13;64,05;64,94;63,24;100;99,6;98,4;5,03;8,12;4,47;30,89;6,45;18,01;18,04
12068306;Märkisch Linden;28,71;1,51;2434,86;71,8;72,85;70,86;100;100;100;6,89;14,1;30,69;14,7;7,32;11,81;13,05
12068320;Neuruppin, Stadt;102,96;0,35;961,23;69,61;69,45;69,77;100;98,9;96,3;6,04;9,38;25,18;13,92;6,4;9,42;12,21
12068324;Neustadt (Dosse), Stadt;46,12;0,26;878,16;66,32;64,71;68,02;100;99,8;97,6;5,47;33,54;12,105;19,39;6,73;7,68;7,68
12068353;Rheinsberg, Stadt;24,22;-0,4;724,24;66,52;66,62;66,42;100;98,7;93,8;7,52;26,21;25,015;34,65;8,21;11,62;30,39
12068372;Rüthnick;24,82;-1,36;613,72;68,44;63,64;73,17;100;94,9;81;6,67;22,08;18,48;29,7;9,63;15,65;27,89
12068409;Sieversdorf-Hohenofen;35,21;0,23;552,56;69,38;67,72;70,83;100;100;100;5,66;32,74;16,735;24,21;9,02;9,18;9,18
12068413;Storbeck-Frankendorf;10,96;-0,54;797,02;75,18;72,26;78,01;100;67,3;70,8;11,37;13,84;31,95;18,4;11,75;13,68;16,75
12068417;Stüdenitz-Schönermark;24,6;0;870,84;65,07;62,25;67,39;100;100;100;14,33;24,39;15,345;16,6;8,54;15,77;15,82
12068425;Temnitzquell;12,12;1,03;649,32;72,58;75,58;69,74;100;99,6;97,8;18,38;20,85;33,265;24,96;18,2;20,51;23,43
12068426;Temnitztal;28,91;1,03;691,04;65,91;65,93;65,89;100;100;100;14,74;20,29;16,03;20,32;4,92;16,5;17,58
12068437;Vielitzsee;21,64;0,73;811,06;68,13;68,42;67,86;100;99,2;91,6;7,91;12,55;9,235;32,65;8,34;21,49;22,6
12068452;Walsleben;25,38;0,61;1061,64;72,77;73,64;72,03;100;100;100;2,93;18,52;31,595;19,02;3,15;16,15;17,37
12068468;Wittstock/Dosse, Stadt;33,56;-0,25;1019,3;69,78;68,4;71,07;100;93,2;91,6;8,73;11,55;29,01;11,97;9,89;12,53;11,44
12068477;Wusterhausen/Dosse;29,82;-0,11;839,97;64,44;63,11;65,61;100;99,5;97;8,25;31,24;10,27;17,78;8,62;13,08;13,13
12068501;Zernitz-Lohm;24,6;1,25;707,37;70,32;70,68;70;100;99,5;98,2;9,83;28,44;14,545;15,79;10,29;10,91;10,92
