Gebietskennziffer;name;bev_dicht;bev_entw;st_einnkr;beschq_insg;beschq_w;beschq_m;v_gsm;v_lte;v_5g;p_markt;p_hbad;p_freibad;p_notfall;p_grunds;p_sek_1;p_sek_2
8336019;Eimeldingen;712,96;0,26;1806,79;49,78;50,74;48,83;100;100;99,7;2,63;9,48;10,72;9,85;4,05;9,68;10,03
8336024;Fischingen;416,93;0,18;1534,61;53,1;50,61;55,7;100;100;100;4,58;11,69;13,08;12;3,33;12,42;12,53
8336025;Fröhnd;30,51;0,37;815,2;74,27;67,31;81,46;99,9;97,7;95,6;6,34;25,82;7,78;22,02;5,59;14,42;6,89
8336034;Hasel;102,06;1,56;1139,68;62,06;60;63,96;100;99,1;95,2;2,64;8,3;6,855;9,58;2,91;7,65;9,11
8336036;Hausen im Wiesental;458,95;-0,1;1302,29;61,27;58,78;63,75;100;100;99,1;1,76;12,47;7,655;8,57;2,26;8,18;8,09
8336043;Inzlingen;266,77;-0,29;1102,41;41,88;43,08;40,59;100;98;88,8;2,21;10,38;10,85;10,8;2,49;10,58;9,23
8336045;Kandern, Stadt;137,12;0,44;1105,91;51,42;50,43;52,46;99,7;93;81;5,41;14,12;7,3;16,95;4,47;6,19;17,96
8336050;Lörrach, Stadt;1266,85;0,27;1569,16;52,51;52,08;52,95;100;90,3;83,1;2,29;5,25;5,555;5,09;2,43;4,78;6,03
8336057;Maulburg;437,33;0,13;2818,96;61,9;62,18;61,64;100;97,7;85,7;3,91;3,74;6,195;6,72;2,64;2,66;7,51
8336069;Rheinfelden (Baden), Stadt;534,39;0,44;1248,83;55,28;54,39;56,16;100;96,6;92,2;3,51;6,19;6,54;6,45;3,28;5,78;6,35
8336073;Rümmingen;427,8;0,44;1210,04;50,39;53,57;47,13;100;94,7;93;4,12;6,47;7,9;6,78;4,03;7,24;9,28
8336075;Schallbach;209,87;1,04;907,9;52,94;53,75;52,12;100;100;100;7,31;9,83;11,19;10,14;6,03;10,58;12,64
8336078;Schliengen;160,41;1,37;1412,57;62,21;62,34;62,07;100;96,4;53,7;5,25;9,48;7,255;13,87;5,11;5,44;12,52
8336079;Schönau im Schwarzwald, Stadt;164,2;-0,2;2240,59;69,1;64,62;73,37;95,6;80;71,7;1,68;21,01;2,265;23,03;1,95;8,5;2,08
8336080;Schönenberg;46,7;0;804,18;78,82;65,69;92,08;100;95,8;91,7;6,26;26,28;6,44;26,6;5,89;13,38;6,62
8336081;Schopfheim, Stadt;296,82;0,34;1631,96;60,57;59,77;61,38;99,8;88,4;63;3,32;10,69;5,18;7,97;4,79;7,6;8,02
8336082;Schwörstadt;129,51;0,76;1066,46;56,07;55,74;56,42;100;97,4;91,7;4,77;10,05;4,39;9,9;4,38;8,74;9,24
8336084;Steinen;220,68;0,48;1267,07;55,8;55,39;56,22;100;93,6;80,8;5,48;8,47;4,805;13,47;3,89;9,84;14,37
8336087;Todtnau, Stadt;71;0,18;1198,06;71,54;67,81;75,18;98,2;83,3;55,4;5,03;17,59;7,19;31,11;6,75;6,6;12,77
8336089;Tunau;43,7;-1,66;1039,19;78,85;79,17;78,57;100;98,3;91;4,77;24,82;6,29;26,46;5,44;12,3;4,65
8336090;Utzenfeld;82,16;0,13;3347,96;76,86;72,32;81,18;100;100;98,9;5,21;18,16;4,415;27,52;3,67;5,65;5,85
8336091;Weil am Rhein, Stadt;1581,14;0,38;1490,44;52,99;52,06;53,94;100;100;98,9;2,22;6,64;6,65;9,74;2,99;5,72;5,25
8336094;Wembach;191,67;0,29;1776,75;75,37;72;78,64;100;100;100;3,28;23,87;4,64;20,75;2,53;11,36;3,83
8336096;Wieden;42,53;-0,99;1278,89;77,2;70,47;83,54;100;95,8;95,9;14,12;26,59;13,365;35,6;3,21;14,08;14,76
8336100;Wittlingen;210,44;0,04;1238,74;51,07;50,82;51,32;100;97,3;91,1;6,09;8,62;10,01;8,93;6,06;8,24;11,39
8336103;Zell im Wiesental, Stadt;173,84;0,19;997,78;68,11;63,43;72,77;99,7;97,7;87,4;5,56;19,04;6,58;15,4;6,41;14,9;13,48
8336104;Malsburg-Marzell;59,68;-0,36;894,28;58,31;56,64;59,96;99,7;94,6;25,8;7,81;17,34;9,595;19,9;4,55;9,49;21,12
8336105;Grenzach-Wyhlen;871,21;0,54;1423,67;46,49;46,5;46,49;100;99,8;99,1;3,22;5,6;7,39;15,19;4,11;14,85;4,21
8336106;Häg-Ehrsberg;32,75;-0,8;1064,15;71,54;69,62;73,33;99,2;91,9;83,1;12,17;26,79;12,06;23,02;5,84;20,93;15,04
8336107;Kleines Wiesental;36,21;-0,14;1059,68;63;62,89;63,11;98,8;83,7;11;9,66;19,76;16,68;20,01;7,67;17,97;18,31
8337002;Albbruck;189,22;0,76;1501,93;54,59;57,34;51,9;100;90,8;88;4,62;10;6,68;10,56;4,23;6,6;12,53
8337013;Bernau im Schwarzwald;51,39;-0,27;1289,22;65,25;65,03;65,46;100;89;53,6;3,69;9,74;9,76;30,9;3,46;9,44;20,69
8337022;Bonndorf im Schwarzwald, Stadt;92,5;0,35;1844,65;71,87;68,68;74,83;99;91,2;69,1;4,47;10,53;5,35;18,82;5,37;15,91;22,85
8337027;Dachsberg (Südschwarzwald);40,48;0,79;950,1;58,25;55,5;61,08;95,7;75,7;32,9;11,04;16,68;15,46;23,59;6,3;11,44;24,34
8337030;Dettighofen;83,1;1,06;1161,82;45,61;49,01;42,53;99,9;90,2;84,7;7,15;31,99;7,49;27,77;3,42;8,82;18,23
8337032;Dogern;309,4;-0,5;1739,24;56,13;59,78;52,68;99,9;98,5;96,8;1,89;7,36;5,7;5,41;2,09;6,18;7,64
8337038;Görwihl;83,97;-0,11;1390,73;56,3;57,35;55,27;95,6;73,1;50,9;5,31;5,21;12,64;20,72;4,1;10,46;20,52
8337039;Grafenhausen;47,36;0,4;2097,08;69,1;64,1;73,78;99,4;88;54,5;4,61;4,89;10,78;23,12;7,92;12,95;26,53
8337045;Häusern;149,1;-0,03;1247,41;62,45;59,03;65,83;100;100;38,6;1,88;13,96;4,585;19,21;1,82;6,8;19,97
8337049;Herrischried;73,26;-0,46;980,94;52,29;53,81;50,82;98,5;86,6;33,2;5,05;7,84;13,93;25,98;7,97;6,34;19,99
8337051;Höchenschwand;93,81;1,06;1003,03;59,62;58,45;60,78;98,1;85;59,2;3,42;16,47;5,345;15,21;3,32;11,07;15,96
8337053;Hohentengen am Hochrhein;144,8;0,74;1125,71;39,15;43,52;34,85;100;53,9;41,6;4,29;25,77;4,3;26,3;10,53;12,46;19,87
8337059;Ibach;16,23;-1,29;1013,14;67,84;63,81;72,34;95,9;50,4;11,4;9,78;17,89;11,29;29,87;7,12;9,61;29,58
8337060;Jestetten;257,66;0,31;1207,79;40,01;44,72;35,2;100;86,9;86,9;1,87;40,98;3,245;36,13;3,1;3,1;26,6
8337062;Klettgau;165,93;0,1;1490,38;51,12;51,84;50,44;100;98,8;89,3;3,62;24,93;5,11;21,03;3,78;6,14;10,82
8337065;Lauchringen;629,13;0,87;1346,78;53,99;54,53;53,46;100;100;81,5;2,51;14,8;4,025;15,35;2,16;2,84;7,07
8337066;Laufenburg (Baden), Stadt;387,61;0,38;1354,94;51,71;53,91;49,44;100;94,7;89,4;3,68;12,61;4,575;14,73;4,69;4,89;15,01
8337070;Lottstetten;178,19;1,18;1387,04;39,86;43,77;35,96;96,5;83,5;90;2,95;41,15;4,665;36,93;2,87;5,94;27,39
8337076;Murg;334,43;-0,09;1251,59;52,03;54;50,07;100;90,6;84,1;2,58;12,64;7,04;20,06;3,77;6,1;13,4
8337090;Rickenbach;114,29;0,04;1282,03;54,92;58,29;51,66;100;96,7;92,6;4,32;9,93;9,92;19,31;4,5;9,93;12,55
8337096;Bad Säckingen, Stadt;696,65;0,54;1593,66;55,52;57,05;53,97;100;99,5;95,7;3,03;5,26;5,05;20,27;2,24;5,02;4,3
8337097;St. Blasien, Stadt;76,62;1,11;1062,03;55,6;52,77;58,33;99,9;88,4;45,4;5,38;11,03;10,585;21,65;6,21;7,06;20,95
8337106;Stühlingen, Stadt;59,3;1,06;2131,04;59,48;58,42;60,47;99,6;91,5;82,2;4,77;14,11;6,8;8,38;5,59;13,86;15,98
8337108;Todtmoos;71,98;0,44;962,8;58,16;60,2;56,27;99,9;93,2;1;4,89;17,19;3,86;28,31;4,9;15,83;22,46
8337116;Wehr, Stadt;367,93;0,07;1525,29;60,27;60,61;59,94;99,5;93;85,7;2,35;5,74;4,81;11,55;2,76;5,46;9,24
8337118;Weilheim;87,07;-0,34;1529,72;55,2;57,64;52,73;98,5;83,9;80,7;3,11;13,96;8,98;13,6;6,15;10,55;12,05
8337123;Wutöschingen;255,61;0,34;1502,36;58,7;59,67;57,74;100;98,6;65,4;3,14;18,26;7,58;14,5;2,74;3,6;3,61
8337124;Eggingen;127,1;0,93;1261,2;56,3;57,07;55,54;100;96,5;87,8;1,83;20,02;1,99;10,38;1,87;6,88;6,88
8337125;Küssaberg;210,16;0,37;1682,46;48,02;51,15;44,82;100;96,8;75,9;3,26;15,08;6,24;15,64;3,67;4,74;10,74
8337126;Waldshut-Tiengen, Stadt;315,61;0,38;1687,53;56,06;57,27;54,88;99,9;94,6;86,4;4,43;8,86;7,06;9,31;4,83;7,52;6,1
8337127;Wutach;38,74;-0,56;1056,92;66,9;63,34;70,25;100;91,1;85,3;6,95;3,89;10,04;15,99;3,69;17,18;23,41
8337128;Ühlingen-Birkendorf;70,82;0,67;1138,59;56,64;56,38;56,89;99,2;87,9;49,6;4,28;12,42;9,545;19,59;3,97;7,39;18,01
8415014;Dettingen an der Erms;631,86;0,8;1349,42;71,31;65,74;76,81;100;100;100;2,8;4,07;4,22;8,62;2,95;2,98;7,31
8415019;Eningen unter Achalm;495,29;0,25;1456,12;70,9;65,29;76,49;100;96,7;71,1;2,96;7,3;5,365;9,24;4,04;9,89;7,82
8415027;Gomadingen;50,19;0,44;975,42;66,95;64,53;69,22;100;95,5;94,9;8,47;5,28;10,635;11,29;4,97;11,24;11,69
8415028;Grabenstetten;118,86;0,6;1179,57;78,27;75,35;80,99;100;99,8;97,6;1,43;14,85;8,645;13,76;1,57;7,08;14,43
8415029;Grafenberg;793,14;1,22;1712,67;74,99;69,03;80,78;100;100;100;1,39;5,77;7,96;16,43;1,97;4,37;6,68
8415034;Hayingen, Stadt;34,95;0,14;1422,09;71,25;63,49;78,87;98,9;86,2;56,8;5,16;16,88;14,475;17,55;5,12;18,59;18,66
8415039;Hülben;480,19;1,08;1347,19;74,18;69,56;78,58;100;100;100;1,37;11,49;8,75;10,46;1,74;8,4;11,14
8415048;Mehrstetten;86,73;1,16;943,94;69,12;62,29;75,1;100;97,1;89,8;11,14;10,94;11,47;13,1;4,31;10,6;10,93
8415050;Metzingen, Stadt;652,04;0,63;2667,86;75,6;72,38;78,7;100;98,4;96,6;2,18;4,02;4,84;12,37;3,08;4,92;4,47
8415053;Münsingen, Stadt;126,19;0,47;1367,93;72,36;67,84;76,77;100;98,9;87,4;6,69;8,02;7,92;8,04;5,01;7,64;7,95
8415058;Pfronstetten;27,95;0,31;3401,32;75,05;70,35;79,04;100;92,3;74,8;8,3;17,5;13,03;19,52;4,7;19,98;20,68
8415059;Pfullingen, Stadt;630,56;0,58;1393,05;74,89;70,26;79,45;100;98,3;83,3;2,64;3,94;3;9,36;3,17;10,67;4,01
8415060;Pliezhausen;571,52;0,5;1498,46;71,21;66,58;75,76;100;98,5;81,3;2,86;10,41;12,955;17,81;2,55;4,4;8,82
8415061;Reutlingen, Stadt;1350,49;0,31;1303,5;67,42;62,5;72,23;100;98,7;89;2,6;5,82;8,57;10,56;2,95;4,99;5,62
8415062;Riederich;933,41;0,05;1361,04;73,5;68,26;78,64;100;100;99,4;2,45;2,93;8,51;14,9;2,34;5,41;5,11
8415073;Trochtelfingen, Stadt;79,26;-0,28;1709,86;73,21;70,47;75,81;100;99,1;90,5;3,94;4,71;16,24;25,91;3,24;5,73;12,09
8415078;Bad Urach, Stadt;231,18;0,73;1767,2;74,57;67,08;81,68;100;98,5;94,2;3,87;8,25;7,23;7,36;4,67;6;7,78
8415080;Wannweil;1012,17;0,28;1117,93;71;65,32;76,55;100;100;100;2,67;2,58;12,095;14,07;3,03;6,03;10,11
8415085;Zwiefalten;51,18;0,81;1081,25;68,76;69,44;68,22;100;98,1;91,1;3,83;12,52;5,495;12,35;4,88;13,53;13,48
8415087;Walddorfhäslach;381,23;1,57;1834,99;71,7;66,39;77,15;100;98,5;82,4;3,05;11,52;10,185;17,01;2,49;2,68;10,32
8415088;Römerstein;88,58;0,16;1381,7;75,08;69,65;80,45;100;98,3;89,2;3,19;12,37;11,895;15,48;5,23;4,05;13,68
8415089;Engstingen;166,4;0,07;1432,58;71,92;69,02;74,64;100;99,4;95,7;3,81;4,76;7,44;20,03;3,92;13,17;18,42
8415090;Hohenstein;61,24;0,4;1337,91;73,15;67,68;78,29;99,9;89,7;73,6;6,46;9,2;14,85;19,02;6,18;15,93;19,17
8415091;Sonnenbühl;116,02;-0,11;1501,04;73,75;69,13;78,09;100;95,2;76,8;4,52;15,05;10,3;25,81;2,54;6,42;17,08
8415092;Lichtenstein;271,96;0,25;1138,6;69,47;64,79;74,09;100;96;85,5;4,5;5,59;5,74;17,36;5,24;14,51;12,59
8415093;St. Johann;89,46;0,61;1184,68;73,86;70,4;77,11;99,9;96;71,5;3,51;10,57;11,165;13,92;4,42;5,29;14,19
8415971;Gutsbezirk Münsingen, gemeindefreies Gebiet;-9999;-9999;-9999;-9999;-9999;-9999;99,9;87,5;80,1;6,7;6,5;8,6;8,66;6,11;6,16;6,49
8416006;Bodelshausen;423,07;0,36;1814,83;72,65;67,78;77,29;100;95,3;77,7;2,26;7,78;7,76;16,4;2,91;8,24;9,68
8416009;Dettenhausen;505,72;0,31;1483,22;70,87;66,19;75,52;100;91;68,3;1,98;8,33;1,96;15,31;2,09;8,52;13,98
8416011;Dußlingen;486,97;0,87;1172,16;68,98;65,67;72,35;100;95,1;89,8;2,39;2,62;9,56;17,13;2,55;3,85;4,05
8416015;Gomaringen;534,18;0,64;1386,93;69,61;65,49;73,86;100;99,2;98,1;2,8;6,77;9,82;17,21;3,52;3,69;6,95
8416018;Hirrlingen;248,87;0,74;1352,8;70,44;67,36;73,29;100;88,9;83,7;3,11;12,68;6,5;20,33;1,98;6,21;13,4
8416022;Kirchentellinsfurt;517,65;0,32;1825,05;69,91;64,75;75,03;100;100;93,4;2,91;3,23;12,85;14,36;3,26;3,46;9,16
8416023;Kusterdingen;365,64;0,73;1851,15;63,18;59,98;66,4;100;99,2;99,2;4,35;7,43;10,745;13,21;2,78;7,78;9,79
8416025;Mössingen, Stadt;417,75;0,47;1264,27;70,3;65,99;74,67;100;99,5;81;3,35;5,28;5,39;19,8;2,7;5,89;6,24
8416026;Nehren;530,3;0,91;1291,36;70,35;67,45;73,2;100;100;100;2,48;2,27;4,73;19,41;2,31;5,12;5,56
8416031;Ofterdingen;363,56;1,93;1236,52;69,3;66,44;72,06;100;92,2;77;3,13;6,78;8,42;18,47;3,17;3,17;6,88
8416036;Rottenburg am Neckar, Stadt;313,86;0,48;1264,55;66,3;62,56;69,98;99,9;94,7;81,1;3,99;8,78;9,435;18,85;2,88;6,62;8,23
8416041;Tübingen, Universitätsstadt;858,8;0,75;1580,76;54,35;51,6;57,41;100;93;77,6;3,3;6,95;8,34;8,72;3,32;6,08;5,65
8416048;Ammerbuch;237,03;-0,02;1409,66;71,19;66,15;76,39;94,4;75,3;72,2;3,09;10,7;5,2;11,09;2,84;6,35;9,58
8416049;Neustetten;242,79;1,25;1036,68;72,14;67,38;76,58;100;95,8;97;3,8;11,85;9,245;18,91;3,35;9,06;10,56
8416050;Starzach;156,79;0,06;994,66;69,24;64,8;73,68;100;98,8;95,6;4,63;13,47;15,035;25,61;3,98;12,28;14,49
8417002;Balingen, Stadt;386,9;0,52;1707,11;71,38;66,62;76,08;100;99,6;92,8;2,91;5,31;4,22;7,44;3,05;5,23;8
8417008;Bisingen;299,85;0,89;1465,09;70,04;66,46;73,51;100;99,9;96,3;3,08;4,7;8,28;9,43;4,45;9,31;9,38
8417010;Bitz;429,14;0,87;1044,59;72,22;70,27;74,11;100;99,9;99,4;2,32;9,55;12,02;7,25;2,85;9,99;10,42
8417013;Burladingen, Stadt;99,53;0,06;1314,49;71,42;66,89;75,67;99,9;90,8;62,2;4,17;6,87;9,06;20,62;3,39;6,71;14,75
8417014;Dautmergen;99,12;1,69;1170,22;75,72;65,89;84,35;100;100;99,8;7,89;8,19;10,41;18,07;6,69;8,17;18,31
8417015;Dormettingen;167,79;-0,02;1720,79;67,59;58,5;76,83;100;100;94,9;5,07;7,91;11,36;14,6;5,13;7,9;14,9
8417016;Dotternhausen;182,82;-0,28;2666,29;70,5;64,94;76,13;100;100;97,6;2,27;6,13;9,73;11,78;1,8;6,11;12,08
8417022;Geislingen, Stadt;186,39;0,33;1256,86;72,55;68,37;76,57;100;95,6;86,6;1,9;10,5;3,63;10,8;4,71;5,02;11,92
8417023;Grosselfingen;134,86;-0,15;1393,81;72,73;69,95;75,36;100;98,6;93,5;4,59;7,15;7,64;9,67;3,5;9,3;10,77
8417025;Haigerloch, Stadt;143,49;0,62;1263,91;71,44;66,27;76,47;100;98,8;94,2;4,76;6,77;7,37;16,74;5,75;12,52;6,6
8417029;Hausen am Tann;58,42;1,57;1024,28;64,97;59,46;70,55;100;98,1;94,4;12,9;10,11;18,54;20,68;6,9;13,22;18,14
8417031;Hechingen, Stadt;292,71;0,29;2724,83;70,66;66,77;74,59;100;97,8;84,7;3,36;6,34;5,85;13,45;4,17;5,52;5,67
8417036;Jungingen;147,37;0,27;3219,55;71,63;66,75;76,86;100;99;86,3;2,25;2,38;2,65;18,27;1,97;9,23;11,11
8417044;Meßstetten, Stadt;150,52;1,89;1128,59;66,59;63,54;69,47;100;99,7;83,3;5,45;5,58;17,415;16,49;4,15;7,56;8
8417045;Nusplingen;89,84;0,9;1432,29;73,5;68,11;78,42;100;100;72,8;5,64;6,01;23,45;23,74;5,11;13,11;14,29
8417047;Obernheim;99,07;0,4;1036,14;75,52;71,23;79,3;100;97,7;84,7;2,42;2,52;22,845;25,01;2,65;13,33;14,58
8417051;Rangendingen;246,95;0,42;1509,71;73,05;69,45;76,73;100;99,9;98,7;3,6;10,27;3,26;18,75;3;4,1;12,45
8417052;Ratshausen;132,64;-0,08;2574,51;74,63;71,29;77,31;100;99,8;94,6;5,79;7,54;17,82;20,04;7,5;7,53;15,57
8417054;Rosenfeld, Stadt;128,1;0,49;3204,34;72,87;66,39;78,73;100;92,6;90,8;4,86;14,47;5,44;16,38;3,75;5,79;16,66
8417057;Schömberg, Stadt;203,91;0,42;1437,18;69,26;65,65;72,49;100;100;81,8;4,05;5,15;13,955;16,86;2,81;5,13;14,13
8417063;Straßberg;99,56;0,16;1060,84;74,73;72,77;76,56;100;98,2;61,3;4,96;7,42;6,36;11,3;2,65;8,97;10,89
8417071;Weilen unter den Rinnen;194,16;-0,46;1299,42;70,15;67,53;72,6;100;100;99;4,49;6,43;16,905;18,33;4,98;6,41;12,52
8417075;Winterlingen;125,14;-0,1;1109,64;70,85;66,22;75,38;100;98,4;86,4;3,66;4,25;4,19;14,82;2,95;12,31;13,39
8417078;Zimmern unter der Burg;88,69;-1,1;732,12;73,97;79,55;69,38;100;96,2;60,7;8,28;8,51;16,86;17,52;7,43;8,5;17,55
8417079;Albstadt, Stadt;345,4;0,62;1648,9;68,93;64,62;72,93;100;96,3;71,9;3,42;5,44;8,275;8,36;3,9;5,7;9,01
8421000;Ulm, Universitätsstadt;1086,35;0,53;2311,29;67,45;62,48;72,24;100;100;99,9;3,2;5,78;8,82;7,94;2,75;5,38;5,76
8425002;Allmendingen;102,83;1,43;1236,71;74,63;68,22;80,54;100;93,3;93,9;5,95;11,94;7,07;22,67;3,51;10,12;10,97
8425004;Altheim;75,77;-0,65;1325,15;74,03;62,5;85,96;100;97,4;92;7,91;12,26;8,7;24,24;7,3;12,16;11,26
8425005;Altheim (Alb);67,56;0,55;1155,8;71,65;66,53;76,17;100;98,7;95;6,26;9,87;22,98;17,69;7,27;9,86;17,96
8425008;Amstetten;83,65;1,08;1320,51;71,93;62,89;80,61;100;91;66,1;5,61;13,32;13,355;12,89;3,76;7,04;11,63
8425011;Asselfingen;80,4;-0,27;1393,92;73,87;67,22;79,65;100;99,4;99,1;4,57;8,17;15,59;10,27;3,97;8,21;9,67
8425013;Ballendorf;48,38;1,37;2521,29;71,24;71,58;70,9;100;99,9;99,9;7,51;10,7;26,025;12,43;2,83;10,52;12,72
8425014;Beimerstetten;178,17;-0,19;1358,66;70,03;66,8;73,15;100;99,7;98,7;2,93;10,4;17,495;11,87;2,99;13,73;13,98
8425017;Berghülen;79,45;1,61;1590,37;70,1;64,82;75,2;100;98,8;96,5;10,13;11,78;11,905;24,9;2,82;12,33;11,91
8425019;Bernstadt;165,14;0,67;1039,9;73,31;64,13;82,16;99,8;94,7;71,7;3,58;10,91;20,505;11,09;2,06;10,69;10,08
8425020;Blaubeuren, Stadt;160,09;0,43;1707,45;74,46;66,97;81,51;99,8;94,9;94,3;5,32;7,58;7,28;21,68;3,79;8,02;7,62
8425022;Börslingen;29,14;2,18;1237,73;74,77;70,91;78,85;100;93;96,1;4,69;8,03;24,45;9,47;5,32;7,78;9,76
8425024;Breitingen;127,34;3,82;839,36;66,82;66,36;67,26;100;89,5;75,9;5,09;14,78;22,115;15,05;5,41;14,65;14,03
8425028;Dietenheim, Stadt;373,49;0,75;1155,62;72,95;65,34;80,24;100;99;96,1;3,2;7,35;4,1;9,04;2,26;4,08;20,97
8425031;Dornstadt;157,17;1,49;1900,53;70,65;67,71;73,46;100;97,4;91,3;3,76;11,92;18,015;13,53;2,68;14,01;14,9
8425033;Ehingen (Donau), Stadt;152,95;1,04;2309,71;73,21;65,48;80,32;99,9;94,8;79,4;4,26;8,56;7,3;18,35;4,5;7,72;7,92
8425035;Emeringen;22,21;4,56;901,25;74,34;76,79;71,93;100;97,1;85;7,8;13,24;9,56;13;9,5;14,38;14,32
8425036;Emerkingen;115,68;0,33;3396,41;76,99;68,94;84,38;100;100;100;5,07;3,93;10,4;17,74;3,8;3,87;14,07
8425039;Erbach, Stadt;218,98;0,57;1379,05;74,45;67,85;80,77;100;99,3;99,2;4,24;7,79;5,27;14,9;3,09;6,16;12,39
8425050;Griesingen;129,33;0,39;811,94;73,2;62,87;83,68;100;87,5;80,3;5,1;10,19;8,22;13,36;5,58;8,97;7,43
8425052;Grundsheim;57,84;-0,81;1470,45;69,23;63,49;74,63;100;100;100;6,37;8,22;6,44;14,12;5,09;8,16;16,62
8425055;Hausen am Bussen;79,55;2,05;789,85;78,36;72,22;85,19;100;100;98,6;6,06;5,73;8,95;16,55;5,66;5,66;17,05
8425062;Holzkirch;34,03;1,64;1420,71;72,38;70;74,73;100;98,1;93,9;3,7;14,56;23,22;14,91;4,08;14,32;13,9
8425064;Hüttisheim;148,75;1,4;1254,59;75,52;69,25;82,31;100;100;100;5,19;8,65;9,41;10,03;2,49;5,74;11,13
8425066;Illerrieden;185,85;0,59;1392,51;73,74;66,93;80,54;100;100;99,5;3,54;11,46;9,24;14,5;2,8;8,7;16,38
8425071;Laichingen, Stadt;175,43;1,29;1663,79;73,42;68,12;78,19;100;98,3;87,7;3,68;5,03;16,32;25,12;3,64;4,96;5,28
8425072;Langenau, Stadt;208,36;0,74;1631,61;72,97;67,41;78,19;100;98,3;96,7;3,27;5,15;19,82;6,31;3,12;5,83;5,27
8425073;Lauterach;45,13;1,05;968,65;67,38;62,16;71,49;99,8;93;85,3;9,14;13,36;14,89;20,36;3,47;13,3;16,07
8425075;Lonsee;119,04;0,77;1246,19;73,18;70,22;75,92;100;96,9;89;3,8;16,81;18,42;16,91;4,26;9,61;16,06
8425079;Merklingen;97,84;0,68;2089,49;75,08;72,86;77,07;100;98,7;92,7;2,75;10,73;17,76;21;2,92;10,61;11,06
8425081;Munderkingen, Stadt;411,63;0,5;1058,2;70,15;61,88;77,76;100;100;100;2,67;3,94;13,05;20,17;3,59;3,9;13,34
8425083;Neenstetten;101,45;-0,44;5506,15;71,38;65,5;76,79;99,9;89,9;88,9;1,89;10,46;22;11,9;4,54;10,22;12,19
8425084;Nellingen;59,1;1,22;1497,74;73,41;69,01;77,34;100;98,5;92,5;5,86;14,3;17,015;17,41;3,04;12,27;14,53
8425085;Nerenstetten;59,28;0,99;946,03;73,49;70,8;76,47;100;100;100;4,47;3,63;21,04;5,08;3,22;3,39;5,36
8425088;Oberdischingen;257,82;1,66;1078,73;74,91;69,35;80,43;100;100;99,7;2,85;2,88;8,7;14,41;2,85;10,4;11,24
8425090;Obermarchtal;49,45;0,2;1344,38;68,56;63,18;73,7;100;97,6;91,3;4,18;10,78;11,61;13,21;3,49;10,93;13,41
8425091;Oberstadion;103,61;1,21;1063,46;73,95;68,65;78,77;100;99,5;97,1;5,95;8,22;10,525;12,82;2,73;7,58;15
8425092;Öllingen;72,56;1,66;1126,36;67,95;59,9;75,76;100;99,8;99,9;6,97;6,13;20,685;8,22;5,15;6,09;7,63
8425093;Öpfingen;265,54;-0,05;1156,53;71,09;64,13;77,42;100;100;100;2,03;5,99;9,81;14,36;2,43;10,68;8,77
8425097;Rammingen;97,15;1;1168,53;73,1;67,7;78,1;100;99,4;99,9;7,13;6,73;17,88;8,83;2;6,77;8,23
8425098;Rechtenstein;81,48;0,74;1280,75;68,09;58,59;78,65;100;91,5;82,5;6,07;14,59;14,55;16,3;4,39;14,53;16,86
8425104;Rottenacker;217,49;0,38;1222,01;74,86;67,63;81,28;100;100;99,6;2,29;7,25;10,655;19,92;2,32;7,16;10,85
8425108;Schelklingen, Stadt;91,72;0,18;1032,99;69,48;63,42;74,85;100;94,3;95,7;5,91;13,52;4,84;22,59;3,22;5,75;13,31
8425110;Schnürpflingen;133,71;0,68;993,34;74,91;69,56;80,23;100;99,5;99,5;5,58;11,96;13,355;13,55;4,82;6,44;14,48
8425112;Setzingen;86,34;1,6;803,85;74,41;68,25;80,47;100;100;98,4;6,66;5,82;22,17;7,26;5,41;5,58;7,55
8425123;Untermarchtal;156,23;-0,23;1384,56;68,71;65,81;71,75;100;100;99,6;4,11;7,11;12,86;16,31;1,75;7,05;12,08
8425124;Unterstadion;89,69;0,9;929,28;77,82;72,95;82,38;100;97,1;94,2;4,57;6,02;10,2;15,93;3,95;5,96;13,33
8425125;Unterwachingen;76,54;-0,3;1160,55;76,07;69,49;82,76;100;100;100;7,66;6,39;8,7;16,94;6,32;6,32;16,5
8425130;Weidenstetten;81,81;0,51;1137,85;72,64;68,26;76,32;100;95,5;82;2,1;13,32;20,85;14,63;2,63;11,92;14,9
8425134;Westerheim;131,86;0,19;1886,18;72,79;68,44;76,87;100;97,7;90,7;2,64;3,58;12,26;23,57;2,69;8,2;8,85
8425135;Westerstetten;170,08;0,44;1161,92;70,67;64,77;76,67;100;99,5;92,1;4,94;14,9;21,195;15,56;2,45;14,01;15,38
8425137;Illerkirchberg;435,72;0,95;1099,91;71,33;67,44;75,05;100;100;100;2,6;7,37;7,61;14,14;4,4;6,79;8,56
8425138;Staig;185,3;0,79;1284,6;74,2;68,45;79,96;100;100;99,8;2,7;10,13;10,14;13,86;2,66;3,09;10,83
8425139;Heroldstatt;129,67;0,43;1389,31;75,07;71,76;78,33;100;98,9;95,6;3,86;9,6;15,7;22,33;3,78;9,49;9,93
8425140;Balzheim;121,86;0,93;1068,95;75,73;65,45;85,25;100;81,4;64,3;5,04;9,07;8,49;10,38;2,84;7,94;20,47
8425141;Blaustein, Stadt;299,71;0,88;1577,53;67;63,01;70,66;100;99,2;98,6;4,7;7,25;14,005;12,43;2,81;11,29;12,46
